Unique_ID,ID_No,AnnPer,Functional group,CSR,Family,Name,Host No Host,R.Nodes.1,C.R.Nodes.1,R.Nodes.2,C.R.Nodes.2,R.Nodes.3,C.R.Nodes.3,R.Nodes.4,C.R.Nodes.4,R.Nodes.5,C.R.Nodes.F,Leaf.1,Leaf.2,Leaf.3,Leaf.4,Leaf.5,L.leaf,Width.1,Width.2,Width.3,Width.4,Width.5,W.width,Height.1,Height.2,Height.3,Height.4,Height.5,H.height
947,11,Per,Forb,CSR,Asteraceae,Centaurea nigra,Host,0,0,0,0,0,0,0,0,0,0,2.3,0,0,0,0,2.3,6.1,0,0,0,0,6.1,4.9,0,0,0,0,4.9
948,11,Per,Forb,CSR,Asteraceae,Centaurea nigra,Host,0,0,0,0,0,0,0,0,0,0,1.8,2.9,0,0,0,2.9,4,5,0,0,0,5,5,7.7,0,0,0,7.7
1284,11,Per,Forb,CSR,Asteraceae,Centaurea nigra,Host,0,0,0,0,0,0,0,0,0,0,3.6,4.3,0,0,0,4.3,8.7,9,0,0,0,9,7.8,10.7,0,0,0,10.7
111,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,3,3,5,8,4,12,0,12,6,4.8,4.1,0,0,6,10.9,11.5,13.7,0,0,13.7,13.6,23.7,38.4,0,0,38.4
112,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,0,0,0,0,0,0,0,0,3.1,3.8,0,0,0,3.8,7.1,7.1,0,0,0,7.1,6,7,0,0,0,7
113,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,2,2,9,11,9,20,0,20,7.4,8.4,4.2,0,0,8.4,15.5,15.9,24.1,0,0,24.1,18.1,35.7,69.8,0,0,69.8
114,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,2,2,7,9,21,30,6,36,7.2,7.1,4.7,4.6,0,7.2,13.8,14.1,16.4,25.6,0,25.6,16.4,34.6,82.9,112.4,0,112.4
115,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,0,0,6,6,2,8,0,8,4.8,3.4,3.1,0,0,4.8,10.1,11.1,24.3,0,0,24.3,12,12.7,32.3,0,0,32.3
116,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,0,0,0,0,0,0,0,0,3.5,3.9,1.6,0,0,3.9,8.5,7.8,3.6,0,0,8.5,9.1,15.5,12.9,0,0,15.5
117,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,0,0,0,0,0,0,0,0,2.8,2.3,1.8,0,0,2.8,5.6,4.2,7,0,0,7,6,4,9.2,0,0,9.2
118,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,10,10,16,26,7,33,0,33,9.2,8.1,4.7,0,0,9.2,19.6,31.3,32,0,0,32,15.7,45.6,87.2,0,0,87.2
119,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,0,0,4,4,1,5,0,5,4.3,4.5,2.8,3.6,0,4.5,9.2,10.1,8.5,12.6,0,12.6,7.6,14,32.3,27.8,0,32.3
120,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,0,0,0,0,0,0,0,0,4.1,2.8,0,0,0,4.1,8.7,7.5,0,0,0,8.7,10,9.5,0,0,0,10
121,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,0,0,3,3,9,12,0,12,4,5.7,5.8,0,0,5.8,9.5,13.1,30.7,0,0,30.7,8.1,19.8,33.5,0,0,33.5
122,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,0,0,0,0,0,0,0,0,3.7,3.5,0,0,0,3.7,8.3,5.8,0,0,0,8.3,9,9,0,0,0,9
123,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,0,0,0,0,0,0,0,0,3.8,4.2,0,0,0,4.2,8.2,9.2,0,0,0,9.2,8.4,11.7,0,0,0,11.7
124,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,3,3,12,15,3,18,0,18,6.1,6.4,6.6,0,0,6.6,13.4,26.4,24,0,0,26.4,11.7,25.2,22.8,0,0,25.2
125,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,0,0,0,0,0,0,0,0,2.4,3.1,0,0,0,3.1,6.1,7.3,0,0,0,7.3,7.5,7.6,0,0,0,7.6
126,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,0,0,6,6,6,12,0,12,6.3,6.5,4.7,2.6,0,6.5,12.4,13.4,13.5,16.1,0,16.1,13.1,28.1,55.6,65.3,0,65.3
127,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,0,0,0,0,0,0,0,0,3.8,2,0,0,0,3.8,7.2,5.5,0,0,0,7.2,10.6,11.3,0,0,0,11.3
128,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,0,0,0,0,0,0,0,0,3.3,3.2,1,0,0,3.3,6.9,7,5.7,0,0,7,7.9,8.6,8.3,0,0,8.6
129,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,1,1,11,12,11,23,0,23,7.8,9.5,5.1,0,0,9.5,17.3,20.9,35.8,0,0,35.8,12.4,21.6,42.6,0,0,42.6
130,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,0,0,0,0,2,2,0,2,5.4,6,2.4,0,0,6,10.6,12.8,9.1,0,0,12.8,11.2,16.7,14,0,0,16.7
131,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,1,1,7,8,0,8,0,8,4.7,6.6,3,0,0,6.6,10.3,11.9,5.4,0,0,11.9,8.8,15.8,32.2,0,0,32.2
132,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,0,0,0,0,0,0,0,0,3.3,3.4,2.8,0,0,3.4,8,6.3,5.7,0,0,8,6.2,6.3,9.4,0,0,9.4
872,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,0,0,0,0,0,0,0,0,2.9,3.7,2.3,0,0,3.7,6.7,6.7,5.7,0,0,6.7,5.5,6.7,12.7,0,0,12.7
873,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,0,0,1,1,0,1,0,1,2.6,4.4,5,0,0,5,6.3,8.7,8.9,0,0,8.9,6.6,12.2,25.6,0,0,25.6
874,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,0,0,0,0,0,0,0,0,3.7,3.6,0,0,0,3.7,6.8,7.1,0,0,0,7.1,10.7,13.4,0,0,0,13.4
875,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,0,0,0,0,0,0,0,0,4.4,1.7,0,0,0,4.4,9.7,4.5,0,0,0,9.7,9.2,7.5,0,0,0,9.2
876,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,0,0,0,0,0,0,0,0,2.7,0,0,0,0,2.7,5.2,0,0,0,0,5.2,8.1,0,0,0,0,8.1
877,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,0,0,0,0,0,0,0,0,4.2,3.7,2.9,0,0,4.2,7.9,8.8,11.8,0,0,11.8,6.2,10,10.8,0,0,10.8
878,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,0,0,0,0,0,0,0,0,3.8,4.2,0,0,0,4.2,7.8,9.3,0,0,0,9.3,9.1,10,0,0,0,10
1285,13,Per,Forb,C/CSR,Valerianaceae,Centranthus ruber,Host,0,0,0,0,0,0,0,0,0,0,3.2,3.5,4.6,0,0,4.6,6.4,6.4,9.9,0,0,9.9,5.3,9.2,13.8,0,0,13.8
89,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,0,0,0,0,0,0,0,0,1.9,1.8,2.5,0,0,2.5,4.2,4.5,5,0,0,5,4.1,4.5,4.5,0,0,4.5
90,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,4,4,3,7,1,8,0,8,7.8,7.3,0,0,0,7.8,16.9,13.7,0,0,0,16.9,17.1,43.1,0,0,0,43.1
91,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,0,0,0,0,0,0,0,0,6.1,6.8,1.8,0,0,6.8,13,16.4,5.3,0,0,16.4,12.1,18.1,12.2,0,0,18.1
92,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,0,0,2,2,0,2,0,2,4.2,5.7,3.2,0,0,5.7,8.6,11.9,7.2,0,0,11.9,7.4,13.4,19,0,0,19
93,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,4,4,2,6,2,8,0,8,5.9,6.5,4.1,0,0,6.5,14.6,21,25.4,0,0,25.4,15.1,28.6,26.9,0,0,28.6
94,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,11,11,4,15,0,15,0,15,6.1,7.3,3.6,0,0,7.3,17.2,29.7,21.2,0,0,29.7,17.5,37.3,26.5,0,0,37.3
95,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,0,0,3,3,1,4,0,4,5.7,7.2,4.6,0,0,7.2,12.6,15.1,13.7,0,0,15.1,8.2,16.8,27.6,0,0,27.6
96,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,0,0,1,1,1,2,0,2,2.1,3.9,4.2,0,0,4.2,5.2,6.4,7.6,0,0,7.6,8,9.4,22.5,0,0,22.5
97,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,1,1,0,1,0,1,0,1,7.6,7.4,0,0,0,7.6,14.2,15.4,0,0,0,15.4,12.3,24.8,0,0,0,24.8
99,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,2,2,2,4,0,4,0,4,7.3,6.8,5,0,0,7.3,15.8,17.4,14.7,0,0,17.4,14,21.1,28.8,0,0,28.8
100,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,0,0,0,0,0,0,0,0,4.1,5.6,0,0,0,5.6,8.7,10.6,0,0,0,10.6,9.7,15.1,0,0,0,15.1
101,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,0,0,3,3,0,3,0,3,4.9,5.6,4.7,0,0,5.6,10.6,11.6,12.8,0,0,12.8,11.4,17.2,21.9,0,0,21.9
102,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,0,0,0,0,0,0,0,0,3.6,4.1,0,0,0,4.1,8,10.4,0,0,0,10.4,8.5,18.4,0,0,0,18.4
104,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,2,2,6,8,1,9,0,9,7.4,7.9,0.6,0,0,7.9,15,16.9,11.9,0,0,16.9,13.1,29.8,25.2,0,0,29.8
105,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,0,0,0,0,0,0,0,0,1.3,1.5,0,0,0,1.5,3.3,3,0,0,0,3.3,3.2,3.6,0,0,0,3.6
106,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,0,0,0,0,0,0,0,0,2.6,5.3,2.5,0,0,5.3,5.7,10.5,6.3,0,0,10.5,3.9,10.4,6.6,0,0,10.4
107,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,0,0,0,0,0,0,0,0,3.8,4.1,0,0,0,4.1,9,9.4,0,0,0,9.4,6.6,11.3,0,0,0,11.3
108,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,0,0,0,0,2,2,0,2,3.5,5.4,5,0,0,5.4,7.9,9.8,8,0,0,9.8,8.1,12.7,24.6,0,0,24.6
109,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,0,0,0,0,0,0,0,0,2.2,2.4,0,0,0,2.4,5.3,5,0,0,0,5.3,6.8,8.5,0,0,0,8.5
110,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
900,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,1,1,8,9,0,9,0,9,7.3,8.1,3.8,0,0,8.1,16,25.8,34.5,0,0,34.5,11.1,29.1,43.1,0,0,43.1
901,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,0,0,0,0,0,0,0,0,2.3,4.4,0,0,0,4.4,5.7,9.8,0,0,0,9.8,7,11.2,0,0,0,11.2
902,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,0,0,0,0,0,0,0,0,1.9,2.5,2.7,0,0,2.7,3.9,4.3,4.8,0,0,4.8,4.2,4.3,4.1,0,0,4.3
903,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,4,4,26,30,0,30,0,30,6.2,5.7,4.9,0,0,6.2,11.4,22.8,37.3,0,0,37.3,15,36,58.8,0,0,58.8
904,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,0,0,0,0,0,0,0,0,1.4,1.5,1.9,0,0,1.9,3.4,3.6,3.3,0,0,3.6,3.1,3.1,4.6,0,0,4.6
905,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,0,0,2,2,0,2,0,2,3.5,5.1,0,0,0,5.1,6.9,10.1,14.7,0,0,14.7,4.8,12.6,21.5,0,0,21.5
906,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,0,0,0,0,0,0,0,0,1.9,0,0,0,0,1.9,4.5,0,0,0,0,4.5,3.4,0,0,0,0,3.4
1286,14,Ann,Forb,CR,Amaranthaceae,Chenopodium album,Host,0,0,0,0,0,0,0,0,0,0,1.5,2,0,0,0,2,3,3.2,0,0,0,3.2,3.3,3.4,0,0,0,3.4
650,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,1,1,11,12,1,13,0,13,5.4,6.1,4.8,0,0,6.1,12,16.7,27.6,0,0,27.6,11.4,27.1,25.5,0,0,27.1
651,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,0,0,0,0,3,3,0,3,4.2,4.6,4.9,0,0,4.9,9.7,14.4,17.4,0,0,17.4,13.1,25.9,21,0,0,25.9
652,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,0,0,1,1,7,8,0,8,1.9,3.9,6.1,3.6,0,6.1,5.4,7.8,23.3,27.7,0,27.7,3.9,10.1,43.9,44,0,44
653,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,4,4,19,23,12,35,0,35,4.8,6.3,4.6,0,0,6.3,12.4,22,28.6,0,0,28.6,14.2,35,80.4,0,0,80.4
654,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,0,0,0,0,0,0,0,0,2.1,1.9,0,0,0,2.1,2.6,4.1,0,0,0,4.1,3.2,2.5,0,0,0,3.2
655,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,0,0,2,2,6,8,0,8,6.8,6.7,3.4,3.1,0,6.8,14.1,12.2,16.8,19.8,0,19.8,14.8,23.7,21.7,31.4,0,31.4
656,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,0,0,0,0,0,0,0,0,4.9,0,0,0,0,4.9,9,0,0,0,0,9,6.4,0,0,0,0,6.4
657,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,0,0,0,0,5,5,0,5,4.4,5.3,4,0,0,5.3,10.5,14,20.3,0,0,20.3,8.4,17.9,24.7,0,0,24.7
658,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,0,0,0,0,0,0,0,0,3.3,4,0,0,0,4,6.2,8.1,0,0,0,8.1,8.3,12.6,0,0,0,12.6
659,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,6,6,14,20,1,21,0,21,6.4,6.5,4.8,0,0,6.5,13.7,22.3,25.7,0,0,25.7,21.7,45.2,85.7,0,0,85.7
660,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,0,0,0,0,0,0,0,0,1.4,1.9,2.3,0,0,2.3,4.5,4.8,5.2,0,0,5.2,5.1,4.4,6.5,0,0,6.5
661,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,0,0,0,0,2,2,0,2,1,2.8,4.9,4.4,0,4.9,3.2,5.9,9.2,6.8,0,9.2,2.3,4.6,18.7,30.3,0,30.3
662,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,4,4,12,16,1,17,0,17,5.1,5,4.3,0,0,5.1,11,17,26.1,0,0,26.1,14.6,21.5,34,0,0,34
663,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,0,0,0,0,0,0,0,0,4.4,4.2,0,0,0,4.4,9.4,10,0,0,0,10,10.5,16.3,0,0,0,16.3
664,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,0,3.2,6.9,0,0,0,0,6.9,9.7,0,0,0,0,9.7
665,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,0,0,0,0,0,0,0,0,1.8,0,0,0,0,1.8,4.8,0,0,0,0,4.8,3.9,0,0,0,0,3.9
666,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,0,0,1,1,0,1,0,1,3.6,4.5,4,0,0,4.5,7,9.4,16.7,0,0,16.7,6,13.8,20.6,0,0,20.6
667,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,0,0,0,0,0,0,0,0,1.7,2.1,2.5,1.5,0,2.5,4.4,4.2,4.8,3.7,0,4.8,3.9,2.7,5.9,7.6,0,7.6
668,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,0,0,0,0,0,0,0,0,1.7,2.4,0,0,0,2.4,4.8,5.1,0,0,0,5.1,3.3,4.2,0,0,0,4.2
669,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,0,0,0,0,0,0,0,0,1.8,3.4,4.4,0,0,4.4,4.7,6.1,8.3,0,0,8.3,4.2,7.2,8.2,0,0,8.2
670,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,0,0,0,0,0,0,0,0,5,4.9,2.7,0,0,5,10.1,10.6,5,0,0,10.6,11,15.9,9,0,0,15.9
671,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,0,0,0,0,0,0,0,0,1.7,2.1,0,0,0,2.1,4,4.9,0,0,0,4.9,5.7,5.9,0,0,0,5.9
865,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,0,0,0,0,0,0,0,0,2.5,2.9,0,0,0,2.9,5.9,6.1,0,0,0,6.1,6,6.4,0,0,0,6.4
866,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,0,0,3,3,5,8,0,8,3.4,3.5,4.8,0,0,4.8,8.2,7.8,12.9,0,0,12.9,9.6,19,33.6,0,0,33.6
867,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,0,0,4,4,3,7,0,7,3.8,5.2,5.3,0,0,5.3,8.6,10.3,12.8,0,0,12.8,8.3,21.5,42.7,0,0,42.7
868,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,0,0,0,0,11,11,0,11,2.3,3.5,4.7,4.2,0,4.7,5.8,7.8,16.1,22.4,0,22.4,2.7,8.7,25.9,30.3,0,30.3
869,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,0,0,10,10,9,19,0,19,3.8,5.1,5.1,4.6,0,5.1,9.6,9.4,18.1,23.4,0,23.4,8.6,23,56.6,55.5,0,56.6
870,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,0,3.4,8.5,0,0,0,0,8.5,8.6,0,0,0,0,8.6
871,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,0,0,0,0,0,0,0,0,1.7,2.1,0,0,0,2.1,4.2,4.6,0,0,0,4.6,2.6,4.4,0,0,0,4.4
1287,15,Per,Forb,C/CSR,Amaranthaceae,Chenopodium bonus-henricus,Host,0,0,0,0,0,0,0,0,0,0,1.2,1.9,0,0,0,1.9,3.4,3.6,0,0,0,3.6,4,5.7,0,0,0,5.7
155,16,Per,Grass,R/CSR,Poaceae,Cynosurus cristatus,Host,0,0,0,0,22,22,42,64,0,64,5.1,6.2,6.3,0,0,6.3,11,21,31.5,0,0,31.5,9.9,23.3,55.4,0,0,55.4
156,16,Per,Grass,R/CSR,Poaceae,Cynosurus cristatus,Host,0,0,2,2,96,98,96,194,0,194,6.7,7.8,8,0,0,8,14.3,38.2,69.4,0,0,69.4,12.7,51,149.4,0,0,149.4
157,16,Per,Grass,R/CSR,Poaceae,Cynosurus cristatus,Host,0,0,0,0,21,21,26,47,0,47,6,7.7,7,4.4,0,7.7,11.7,25.7,37.8,38.6,0,38.6,12,34.4,62.1,61.3,0,62.1
158,16,Per,Grass,R/CSR,Poaceae,Cynosurus cristatus,Host,0,0,0,0,35,35,27,62,0,62,4.1,5.5,7.3,0,0,7.3,7.6,22,52,0,0,52,8.3,27.2,86.5,0,0,86.5
159,16,Per,Grass,R/CSR,Poaceae,Cynosurus cristatus,Host,0,0,1,1,30,31,34,65,0,65,6.7,9.1,9.4,5.7,0,9.4,13.7,27.1,51.4,49.2,0,51.4,8.9,44.6,64.3,95,0,95
160,16,Per,Grass,R/CSR,Poaceae,Cynosurus cristatus,Host,0,0,0,0,0,0,4,4,0,4,1,1.7,2.8,5.5,0,5.5,3.1,3.5,6.7,10.1,0,10.1,2,2.8,6.4,35.3,0,35.3
161,16,Per,Grass,R/CSR,Poaceae,Cynosurus cristatus,Host,0,0,4,4,59,63,24,87,0,87,5.7,9,8.9,0,0,9,12.9,48.6,80,0,0,80,10.8,45.8,135.3,0,0,135.3
162,16,Per,Grass,R/CSR,Poaceae,Cynosurus cristatus,Host,0,0,0,0,15,15,13,28,0,28,5,6.4,6.6,4,0,6.6,9.1,12.6,51.8,40.5,0,51.8,6.4,23.9,47,59,0,59
163,16,Per,Grass,R/CSR,Poaceae,Cynosurus cristatus,Host,0,0,1,1,72,73,35,108,0,108,5.9,7.4,7,0,0,7.4,11.3,32.4,56.2,0,0,56.2,12.6,53.8,140.8,0,0,140.8
164,16,Per,Grass,R/CSR,Poaceae,Cynosurus cristatus,Host,0,0,2,2,48,50,21,71,0,71,9.4,9.8,6.8,5.8,0,9.8,19.2,32.7,60.5,52.6,0,60.5,17.4,52,124.5,87.9,0,124.5
165,16,Per,Grass,R/CSR,Poaceae,Cynosurus cristatus,Host,0,0,0,0,11,11,38,49,0,49,1.8,4.8,5.9,4.7,0,5.9,4.3,12.9,40.6,39.2,0,40.6,5.2,12,82.2,105.3,0,105.3
166,16,Per,Grass,R/CSR,Poaceae,Cynosurus cristatus,Host,0,0,7,7,68,75,0,75,0,75,6.8,8.6,4.6,0,0,8.6,17.4,51,70.3,0,0,70.3,20.9,56.8,115.2,0,0,115.2
167,16,Per,Grass,R/CSR,Poaceae,Cynosurus cristatus,Host,0,0,1,1,36,37,47,84,0,84,6.3,8.3,5.1,0,0,8.3,14.1,26.3,46.5,0,0,46.5,12.4,38.3,80.9,0,0,80.9
168,16,Per,Grass,R/CSR,Poaceae,Cynosurus cristatus,Host,0,0,0,0,73,73,59,132,0,132,6.4,7.6,7.6,0,0,7.6,13.3,47.2,61.3,0,0,61.3,11.7,55.5,117.8,0,0,117.8
169,16,Per,Grass,R/CSR,Poaceae,Cynosurus cristatus,Host,0,0,2,2,36,38,28,66,0,66,4.5,6.8,7.4,0,0,7.4,10.3,33.2,76.8,0,0,76.8,13.3,49.3,132.4,0,0,132.4
170,16,Per,Grass,R/CSR,Poaceae,Cynosurus cristatus,Host,0,0,0,0,23,23,22,45,0,45,5.7,6.8,7.1,5.6,0,7.1,12.7,26.3,39.2,31.5,0,39.2,9.8,36.6,103.5,125.3,0,125.3
171,16,Per,Grass,R/CSR,Poaceae,Cynosurus cristatus,Host,0,0,7,7,0,7,3,10,0,10,6.7,4.8,1.8,0,0,6.7,14.9,19.5,8,0,0,19.5,18,53.2,16.3,0,0,53.2
172,16,Per,Grass,R/CSR,Poaceae,Cynosurus cristatus,Host,0,0,0,0,33,33,47,80,0,80,4.6,0,6.7,3.6,0,6.7,9.8,0,60,104,0,104,11.1,0,91.6,113.1,0,113.1
173,16,Per,Grass,R/CSR,Poaceae,Cynosurus cristatus,Host,0,0,0,0,16,16,19,35,0,35,2.9,5.6,6.9,0,0,6.9,6.1,17.7,49.4,0,0,49.4,9.2,20.8,63.3,0,0,63.3
174,16,Per,Grass,R/CSR,Poaceae,Cynosurus cristatus,Host,0,0,0,0,22,22,34,56,0,56,2.1,6.4,7.8,0,0,7.8,4.9,15.1,48.8,0,0,48.8,5.2,21.5,106.8,0,0,106.8
175,16,Per,Grass,R/CSR,Poaceae,Cynosurus cristatus,Host,0,0,0,0,0,0,0,0,0,0,1.8,2.6,3.6,0,0,3.6,4.6,11.2,22.4,0,0,22.4,6.4,13.6,20.1,0,0,20.1
176,16,Per,Grass,R/CSR,Poaceae,Cynosurus cristatus,Host,0,0,0,0,0,0,0,0,0,0,1.6,1.8,0,0,0,1.8,4.4,3.6,0,0,0,4.4,3.9,4.8,0,0,0,4.8
956,16,Per,Grass,R/CSR,Poaceae,Cynosurus cristatus,Host,0,0,0,0,0,0,0,0,0,0,2,3.8,0,0,0,3.8,4.2,7.2,0,0,0,7.2,5.7,11.4,0,0,0,11.4
957,16,Per,Grass,R/CSR,Poaceae,Cynosurus cristatus,Host,0,0,0,0,2,2,22,24,0,24,2.1,3.3,5.4,6.2,0,6.2,5,6.6,27,34.9,0,34.9,6.2,8.8,40.1,72.6,0,72.6
958,16,Per,Grass,R/CSR,Poaceae,Cynosurus cristatus,Host,0,0,0,0,23,23,73,96,0,96,3.5,0.2,5.1,0,0,5.1,7.7,14.8,45.2,0,0,45.2,7.4,18.2,56,0,0,56
959,16,Per,Grass,R/CSR,Poaceae,Cynosurus cristatus,Host,0,0,0,0,0,0,0,0,0,0,3.3,0,0,0,0,3.3,7.2,0,0,0,0,7.2,8.8,0,0,0,0,8.8
960,16,Per,Grass,R/CSR,Poaceae,Cynosurus cristatus,Host,0,0,3,3,34,37,25,62,0,62,6.9,8,5.5,0,0,8,12.3,32.6,68.5,0,0,68.5,18.9,63.8,134.4,0,0,134.4
1288,16,Per,Grass,R/CSR,Poaceae,Cynosurus cristatus,Host,0,0,0,0,0,0,0,0,0,0,1.6,1.7,0,0,0,1.7,3.7,3.7,0,0,0,3.7,1.6,3.2,0,0,0,3.2
