Unique ID,Leaf collected,Indumentum,Flower colour,Purple flushed,Node,Flower date,Height,Corolla size,Teeth,Branches,Leaf length,Internode length,Cauline ratio,Aborted node,Leaf circularity index,Capsule length,Capsule width,Calyx length,Calyx ratio,Notes
A815,0,1,W,1,10,19/08/2018,32.1,5.6,3,0,4.3,7.2,1.674418605,,,,,,,
A34,1,1,W,1,12,19/08/2018,32.9,5.8,4,0,3.8,3.7,0.973684211,,,,,,,
A814,0,1,W,1,12,20/08/2018,58.3,6.1,5,1,7.8,5.7,0.730769231,,,,,,,
A533,0,1,V,1,13,20/08/2018,51.4,5,4,2,4.1,4.2,1.024390244,,,,,,,
A29,0,1,W,1,12,20/08/2018,23.7,5.6,4,0,4.2,3.2,0.761904762,,,,,,,
A1331,0,1,W,1,12,20/08/2018,37.5,5.3,3,0,4,3.4,0.85,,,,,,,
A935,0,1,W,0,11,20/08/2018,19,6.3,3,2,4.1,3.3,0.804878049,,,,,,,
A1278,0,1,V,1,12,20/08/2018,35.2,5,3,0,3.8,5,1.315789474,,,,,,,
A1276,0,1,V,1,17,20/08/2018,62.7,7.2,3,0,4.5,5.8,1.288888889,,,,,,,
A1308,0,1,V,1,13,20/08/2018,27.9,5.9,3,0,2.9,2.3,0.793103448,,,,,,,
A1339,0,1,V,1,17,20/08/2018,46.5,5.3,3,0,4.1,4.1,1,,,,,,,
A1327,0,1,W,1,10,20/08/2018,14.5,5,2,0,3.2,1.9,0.59375,,,,,,,
A800,1,1,W,1,12,21/08/2018,49.6,6.4,4,0,4.7,8.1,1.723404255,,,,,,,
A786,0,1,W,1,11,21/08/2018,24.5,5.1,3,0,3.5,1.9,0.542857143,,,,,,,
A1683,0,0,W,1,7,22/08/2018,11.8,4.9,2,0,2.3,2.6,1.130434783,,,,,,,
A383,0,1,W,1,13,22/08/2018,25.3,5.3,3,0,2.8,1.7,0.607142857,,,,,,,
A519,0,1,W,1,12,22/08/2018,38.7,5.5,4,0,5.8,3.6,0.620689655,,,,,,,
B1598,1,1,W,0,11,22/08/2018,24.7,7.5,3,3,4.5,3,0.666666667,,,,,,,
A794,0,1,W,1,11,22/08/2018,25.4,5.7,3,0,3.8,3.9,1.026315789,,,,,,,
A526,0,1,W,1,12,22/08/2018,66.1,6,5,0,6.3,5.5,0.873015873,,,,,,,
B132,1,1,W,0,-,22/08/2018,-,6.7,-,-,-,-,#VALUE!,,,,,,,
A820,0,1,W,1,11,22/08/2018,26,5.6,4,0,4.9,3.1,0.632653061,,,,,,,
A355,1,1,W,1,13,23/08/2018,35.9,5.8,4,0,4,5.4,1.35,,,,,,,
A508,0,1,W,1,13,23/08/2018,41.7,5.9,3,0,4.3,6.2,1.441860465,,,,,,,
A61,0,1,W,1,13,23/08/2018,42.4,5,4,0,4.5,3.5,0.777777778,,,,,,,
A908,1,1,W,0,12,23/08/2018,25.8,7.8,4,1,6.2,2.7,0.435483871,,,,,,,
A325,0,1,W,1,12,23/08/2018,45.6,5.8,4,0,4.2,9.3,2.214285714,,,,,,,
B1592,1,1,W,0,8,23/08/2018,16,6.4,2,1,3.7,2.7,0.72972973,,,,,,,
A402,0,1,W,1,12,24/08/2018,31.5,4.6,3,0,3.5,2.2,0.628571429,,,,,,,
A360,1,1,W,0,16,24/08/2018,41.9,4.5,4,0,3.6,0.6,0.166666667,,,,,,,
A539,,,W,0,10,24/08/2018,28,7.9,3,0,4.1,2.5,0.609756098,,,,,,,
A1727,,,V,0,13,24/08/2018,29,6.5,3,0,2.9,3,1.034482759,,,,,,,
A1863,,,V,0,15,24/08/2018,38,5.2,3,0,4,2.7,0.675,,,,,,,
A1320,,,V,0,16,23/08/2018,47,6.8,3,0,4.4,3.6,0.818181818,,,,,,,
A734,,,W,0,13,24/08/2018,58,6.6,9,0,5.4,8.8,1.62962963,,,,,,,
A718,,,W,0,13,24/08/2018,65,6.5,5,0,6.2,6.6,1.064516129,,,,,,,
A1986,,,W,0,9,24/08/2018,35,6,3,0,4.9,6.9,1.408163265,,,,,,,
A800,,,W,,,24/08/2018,,,,,,,#DIV/0!,,,,,,,
A795,0,1,W,1,12,03/09/2018,26.7,5,3,0,3.9,3.2,0.820512821,,,,,,,
A346,0,1,W,1,11,03/09/2018,27.5,5.2,4,0,3.5,1,0.285714286,,,,,,,
A1733,0,1,V,1,13,03/09/2018,24.3,6.6,3,0,2.9,1.8,0.620689655,,,,,,,
A32,0,1,W,1,12,03/09/2018,24.2,5.7,3,0,3.7,1.6,0.432432432,,,,,,,
A1736,0,1,W,1,12,03/09/2018,51.6,6.5,4,0,4.3,10.8,2.511627907,,,,,,,
A185,0,1,W,1,12,03/09/2018,48.3,6.7,5,0,7,6.2,0.885714286,,,,,,,
A1894,0,0,W,1,7,03/09/2018,12.2,3.8,2,0,1.9,2.3,1.210526316,,,,,,,
A1287,1,1,V,1,14,02/09/2018,26.9,7.4,3,0,3.3,3.8,1.151515152,,,,,,,
A1289,0,1,V,1,12,02/09/2018,24.1,7.5,3,0,3.3,2.3,0.696969697,,,,,,,
A354,0,1,W,1,12,02/09/2018,48.8,5.7,4,0,4,10.5,2.625,,,,,,,
A788,0,1,W,1,11,02/09/2018,24,5.8,3,0,3.9,5.2,1.333333333,,,,,,,
A42,0,1,W,1,11,02/09/2018,25.4,6.3,3,0,4.3,2.8,0.651162791,,,,,,,
A881,0,1,W,0,14,01/09/2018,25.4,8.2,3,1,4.2,3.1,0.738095238,,,,,,,
A942,0,1,W,0,12,02/09/2018,20.2,8.4,3,1,3.6,3.9,1.083333333,,,,,,,
A1312,1,1,W,1,11,02/09/2018,28.7,6.1,3,0,3.7,3.8,1.027027027,,,,,,,
A895,0,1,W,0,10,02/09/2018,18.2,8.8,3,1,4,2.4,0.6,,,,,,,
A1075,0,0,V,1,9,02/09/2018,13.3,3.9,2,0,2,1.4,0.7,,,,,,,
A629,0,0,V,1,11,02/09/2018,18.5,5.4,2,0,2.5,2.3,0.92,,,,,,,
A1509,0,0,W,1,7,03/09/2018,9.4,3.3,2,0,1.7,1.2,0.705882353,,,,,,,
B127,1,1,W,0,14,03/09/2018,23.1,8.9,2,0,3.4,1.6,0.470588235,,,,,,,
A1538,0,0,W,1,7,03/09/2018,8.5,3.2,1,0,1,0.5,0.5,,,,,,,
A27,0,1,W,0,12,13/09/2018,53.8,6.9,5,2,9.5,11,1.157894737,,,,,,,
A495,0,1,W,0,10,10/09/2018,17.5,4.6,3,0,3.3,2.3,0.696969697,,,,,,,
A1376,0,1,W,0,12,13/09/2018,20.4,8.3,4,0,5.5,2,0.363636364,,,,,,,
A378,0,1,W,0,12,10/09/2018,9,6.4,6,3,10.3,15,1.45631068,,,,,,,
A821,0,1,V,1,15,10/09/2018,32.2,6.9,3,0,3.3,2.4,0.727272727,,,,,,,
A1464,0,0,W,1,6,13/09/2018,4.8,2.7,1,0,0.8,0.4,0.5,,,,,,,
B284,1,1,W,0,17,13/09/2018,23.3,8.3,3,0,3.4,1.8,0.529411765,,,,,,,
A1404,0,1,W,0,15,13/09/2018,25.1,7.1,2,0,4.2,1.5,0.357142857,,,,,,,
A30,0,1,W,1,11,13/09/2018,11.4,5.2,2,0,2.9,1,0.344827586,,,,,,,
A819,0,1,W,1,12,13/09/2018,17.2,5.4,3,0,3.1,1.9,0.612903226,,,,,,,
A503,0,1,W,0,12,13/09/2018,31.2,5.7,4,0,5.7,2.8,0.49122807,,,,,,,
A700,0,1,W,0,9,22/09/2018,15.2,5.5,2,1,3.5,1.8,0.514285714,,,,,,,
A581,0,1,W,0,15,23/09/2018,15.6,5.8,3,0,2.7,0.4,0.148148148,,,,,,,
A962,0,1,W,0,12,24/09/2018,12.7,6.9,3,0,4,1,0.25,,,,,,,
A1977,0,1,V,0,11,23/09/2018,13,5.7,2,0,2.5,2.3,0.92,,,,,,,
A1310,0,1,W,0,9,25/09/2018,8.7,5.1,2,0,3.1,1.3,0.419354839,,,,,,,
A856,,,W,0,13,25/08/2018,33,4.8,3,0,4.3,4.5,1.046511628,,,,,,,
B1597,,,W,0,8,23/08/2018,25,8.1,3,0,3.3,2.6,0.787878788,,,,,,,
A516,,,W,0,10,24/08/2018,43,5.2,4,0,5.3,7.7,1.452830189,,,,,,,
A758,,,W,0,9,24/08/2018,50,6.4,4,1,5.7,13.9,2.438596491,,,,,,,
A329,,,W,0,12,24/08/2018,56,4.8,5,0,5.4,10.8,2,,,,,,,
A726,,,W,0,14,25/08/2018,58,6.3,4,0,4.9,12.4,2.530612245,,,,,,,
A846,,,W,0,12,27/08/2018,33,6.2,3,0,4.7,5.5,1.170212766,,,,,,,
B1221,,,W,0,11,27/08/2018,20,6.9,3,0,3.3,1.9,0.575757576,,,,,,,
A4,,,W,0,13,27/08/2018,43,6.1,4,0,4.7,7.2,1.531914894,,,,,,,
A523,,,W,0,6,27/08/2018,17,5.7,2,0,4.5,3.6,0.8,,,,,,,
A1401,,,W,0,10,28/08/2018,16,6.7,3,0,4.7,3,0.638297872,,,,,,,
A1308,,,W,0,13,27/08/2018,24,7.9,3,0,4.4,2.7,0.613636364,,,,,,,
A525,,,W,0,12,27/08/2018,31,5.6,3,0,4.6,5.8,1.260869565,,,,,,,
A40,,,W,0,12,27/08/2018,42,5.9,4,0,5.9,5.5,0.93220339,,,,,,,
A585,,,W,0,14,26/08/2018,27,8.7,4,0,4.6,4.6,1,,,,,,,
A859,,,W,0,10,27/08/2018,22,5,3,0,3,1.8,0.6,,,,,,,
A400,,,W,0,11,28/08/2018,14,5.3,2,0,2.7,1.6,0.592592593,,,,,,,
A5,,,W,0,8,27/08/2018,16,4.3,2,0,2.2,1.3,0.590909091,,,,,,,
A825,,,V,0,16,27/08/2018,43,6.7,4,0,4.3,5.1,1.186046512,,,,,,,
A522,,,W,0,10,27/08/2018,10,5.1,2,0,2,0.9,0.45,,,,,,,
A350,,,V,0,12,27/08/2018,25,6.8,3,0,3.1,2.5,0.806451613,,,,,,,
A1472,,,W,1,9,30/08/2018,15,4,2,0,1.5,1.5,1,,,,,,,
A1473,,,W,0,9,29/08/2018,12,3.9,2,0,1.7,1,0.588235294,4,,,,,,
B1786,,,W,0,13,31/08/2018,20,5,3,0,3.4,2.5,0.735294118,,,,,,,
A339,,,W,0,11,30/08/2018,22,4.6,3,1,3.5,1.2,0.342857143,,,,,,,
A201,,,W,0,10,30/08/2018,25,0.9,3,1,3.8,1.9,0.5,,,,,,,
B1599,,,W,0,8,30/08/2018,17,8.7,3,2,5.2,1.8,0.346153846,,,,,,,
A352,,,W,1,10,30/08/2018,32,5.4,3,0,4.9,3.7,0.755102041,,,,,,,
A1336,,,V,0,11,30/08/2018,27,7,3,0,3.7,4.9,1.324324324,,,,,,,
A362,,,W,0,13,31/08/2018,42,5,4,0,4.3,6.1,1.418604651,,,,,,,
A3,,,W,0,10,30/08/2018,15,5.2,3,0,2,1.1,0.55,,,,,,,
A1764,,,V,0,12,30/08/2018,25,7.1,3,0,3.5,1.8,0.514285714,,,,,,,
A1754,,,W,0,11,30/08/2018,47,6.1,3,0,5.6,6.8,1.214285714,,,,,,,
A1892,,,W,1,10,30/08/2018,30,5.4,2,1,3.4,2.2,0.647058824,,,,,,,
A912,,,W,0,6,30/08/2018,17,7.9,3,0,4.5,1.9,0.422222222,,,,,,,
A892,,,W,0,11,30/08/2018,31,6.9,4,0,4.4,2.1,0.477272727,,,,,,,
A517,,,W,1,12,30/08/2018,17,5.5,3,0,3.1,1.5,0.483870968,,,,,,,
A326,,,W,0,10,31/08/2018,29,6.8,4,0,4.4,8,1.818181818,,,,,,,
A729,,,W,1,10,30/08/2018,12,4.6,2,0,2,2.5,1.25,,,,,,,
A1640,,,W,0,8,04/09/2019,20,7,3,0,4.1,3.4,0.829268293,,,,,,,
A1945,,,V,0,15,04/09/2019,26,6.7,3,0,2.7,2.5,0.925925926,,,,,,,
A1632,,,W,0,18,04/09/2019,42,9.8,4,1,6.3,8.6,1.365079365,,,,,,,
A728,,,W,1,14,04/09/2019,40,5.8,4,0,4.9,5.4,1.102040816,,,,,,,
A1338,,,W,0,12,04/09/2019,39,6.6,4,0,6.5,7.6,1.169230769,,,,,,,
A388,,,W,0,10,04/09/2019,18,5,2,0,2,1,0.5,,,,,,,
A490,,,W,0,11,04/09/2019,24,6.3,3,0,3.4,3.2,0.941176471,,,,,,,
A732,,,W,0,14,04/09/2019,45,6.8,4,0,5,7.2,1.44,,,,,,,
B1837,,,W,0,10,06/09/2018,17,7.2,3,0,2.5,1.8,0.72,,,,,,,
A722,,,W,1,11,06/09/2018,9,5.1,2,0,2.5,1.2,0.48,,,,,,,
A1701,,,W,1,9,06/09/2018,7,4.4,1,0,1.6,1,0.625,,,,,,,
A740,,,W,0,12,06/09/2018,15,5.3,2,0,3.6,2,0.555555556,,,,,,,
B279,,,W,0,12,06/09/2018,12,4.9,2,0,2.4,1.9,0.791666667,,,,,,,
A2008,,,W,0,13,06/09/2018,16,7,3,0,2.8,2.3,0.821428571,,,,,,,
B1201,,,W,0,-,06/09/2018,16,7.3,4,0,4.7,3.5,0.744680851,,,,,,,
A534,,,W,0,11,08/08/2018,19,5.3,3,0,3.3,1.5,0.454545455,,,,,,,
B1202,,,W,0,11,08/08/2018,9,7.1,2,0,3,1.3,0.433333333,,,,,,,
A947,,,W,0,13,08/08/2018,30,8.8,5,1,4.7,6,1.276595745,,,,,,,
A1007,,,W,0,12,08/08/2018,23,7.3,3,1,3.5,2.4,0.685714286,,,,,,,
A578,,,W,0,14,09/09/2018,17,7.9,3,0,2.9,1.4,0.482758621,,,,,,,
A1956,,,W,0,10,09/09/2018,6,4.2,2,0,2.6,3.7,1.423076923,,,,,,,
A1307,,,V,0,15,09/09/2018,22,6.6,2,0,2.4,1.4,0.583333333,,,,,,,
B1577,,,W,0,9,09/09/2018,12,5.1,2,0,2.2,1,0.454545455,,,,,,,
A968,,,W,0,14,09/09/2018,21,7.3,3,0,0.6,2.3,3.833333333,,,,,,,
A834,,,W,0,11,09/09/2018,24,5.1,3,0,3.5,5.4,1.542857143,,,,,,,
A732,,,W,0,12,08/08/2018,49,6.3,4,0,5.8,0.4,0.068965517,,,,,,,
A955,,,W,0,12,11/09/2018,22,7.4,3,0,4,2.6,0.65,,,,,,,
A1649,,,W,0,9,11/09/2018,18,8.7,3,0,4,2,0.5,,,,,,,
A376,,,W,0,13,11/09/2018,91,7.1,5,0,12,11,0.916666667,,,,,,,
B1574,,,W,0,9,11/09/2018,11,8,3,0,2.9,1.7,0.586206897,,,,,,,
A1439,,,W,0,10,11/09/2018,20,7.4,3,1,3.3,2.7,0.818181818,,,,,,,
A1943,,,V,0,11,12/09/2018,24,7.8,3,0,3.2,4.1,1.28125,,,,,,,
A1,,,W,0,9,12/09/2018,15,5.5,3,0,3,2.9,0.966666667,,,,,,,
A520,,,W,0,10,12/09/2018,11,5.6,2,0,4,1.3,0.325,,,,,,,
A368,,,W,0,14,12/09/2018,53,6,4,0,5.5,4,0.727272727,,,,,,,
A1370,,,V,0,14,12/09/2018,17,5.8,2,0,2.3,1.5,0.652173913,,,,,,,
A1510,,,W,0,7,12/09/2018,10,3.5,1,0,1.4,1,0.714285714,,,,,,,
A324,,,W,0,9,12/09/2018,17,4.9,3,0,4.1,3,0.731707317,,,,,,,
A1306,,,V,0,11,16/09/2018,17,7.2,2,0,3,2.8,0.933333333,,,,,,,
A1763,,,V,0,13,16/09/2018,27,7.3,3,0,3.4,4.8,1.411764706,,,,,,,
A745,,,W,0,10,18/09/2018,10,5.2,2,0,2.7,1.6,0.592592593,,,,,,,
A1859,,,W,0,10,18/09/2018,7,5.5,1,0,2.7,1.2,0.444444444,,,,,,,
A494,,,W,0,9,18/09/2018,13,4.5,1,0,2.1,1.1,0.523809524,,,,,,,
A357,,,W,0,11,18/09/2018,14,4.7,2,0,2.3,1.6,0.695652174,,,,,,,
B2012,,,W,0,8,18/09/2018,9,4.2,2,0,2.6,1,0.384615385,,,,,,,
A1304,,,V,0,13,18/09/2018,16,5.1,2,0,2.7,1.7,0.62962963,,,,,,,
A727,,,W,0,8,18/09/2018,8,3.8,1,0,2.2,1,0.454545455,,,,,,,
A738,,,V,0,-,15/09/2018,16,5.7,2,0,2,1.7,0.85,,,,,,,
A933,,,W,0,13,19/09/2018,20,8.6,3,0,3.7,2.4,0.648648649,,,,,,,
A886,,,W,0,14,19/09/2018,24,7.8,3,0,4.5,3.5,0.777777778,,,,,,,
A87,,,W,0,15,19/09/2018,16,7,3,0,3.7,1.9,0.513513514,,,,,,,
A569,,,W,0,13,19/09/2018,15,7.8,3,0,3.4,1.6,0.470588235,,,,,,,
B1220,,,W,0,9,21/09/2018,9,5.7,2,0,1.5,1,0.666666667,,,,,,,
