"","Germ_date","Trans_date","Unique_ID","Host_code","Population","Euphrasia_sp","Leaf collected","Indumentum","Flower colour","Purple flushed","Node","Flower date","Height","Corolla size","Teeth","Branches","Leaf length","Internode length","Cauline ratio","Euphrasia_sp2","Population2"
"29","17/04/2018","26/04/2018","B1170","HLA","M1787","Euphrasia montana",1,1,"W","0","6",2018-06-14,58.7,"8.1","5","0","6.7","7","1.044776119","Euphrasia montana","M1787"
"30","25/04/2018","02/05/2018","B1799","PLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-14,50.8,"7.6","5","0","6.7","8.2","1.223880597","Euphrasia montana","M1787"
"31","13/04/2018","24/04/2018","B667","PLA","R1762","Euphrasia rostkoviana",1,1,"W","0","6",2018-06-15,48.4,"1","5","0","6.8","7.1","1.044117647","Euphrasia rostkoviana","R1762"
"32","10/04/2018","19/04/2018","B299","HLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-15,41.4,"7.1","4","0","7.6","13.6","1.789473684","Euphrasia montana","M1787"
"33","25/04/2018","02/05/2018","B1787","HLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-15,45.9,"6.8","5","1","10","10.1","1.01","Euphrasia montana","M1787"
"34","10/04/2018","19/04/2018","B285","PLA","R1765","Euphrasia rostkoviana",1,1,"W","0","6",2018-06-15,26.4,"6.3","5","3","6.2","2.7","0.435483871","Euphrasia rostkoviana","R1765"
"35","11/04/2018","23/04/2018","B476","HLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-15,29.4,"7.4","4","0","5.6","4","0.714285714","Euphrasia montana","M1787"
"36","17/04/2018","26/04/2018","B1178","PLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-15,34.6,"6.8","5","0","5.5","4.8","0.872727273","Euphrasia montana","M1787"
"37","17/04/2018","26/04/2018","B1173","HLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-15,41.6,"7.2","5","0","9","5.4","0.6","Euphrasia montana","M1787"
"38","25/04/2018","02/05/2018","B1795","PLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-15,36.1,"6.8","5","0","7","6.4","0.914285714","Euphrasia montana","M1787"
"39","20/04/2018","01/05/2018","B1615","HLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-15,56.3,"8.2","6","0","12.1","9.9","0.818181818","Euphrasia montana","M1787"
"40","09/04/2018","19/04/2018","C164","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-06-14,86.5,"9.3","5","1","12.3","25.3","2.056910569","Euphrasia montana","M1787"
"41","09/04/2018","19/04/2018","C163","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-06-14,76.9,"6.7","4","0","9","21.9","2.433333333","Euphrasia montana","M1787"
"42","09/04/2018","19/04/2018","B141","HLA","M1787","Euphrasia montana",1,1,"W","0","8",2018-06-16,114.6,"10.6","6","0","9.2","20.4","2.217391304","Euphrasia montana","M1787"
"43","10/04/2018","19/04/2018","A208","LPE","A1763","Euphrasia anglica",0,1,"W","0","6",2018-06-16,30.1,"9.3","4","2","7","6.6","0.942857143","Euphrasia anglica","A1766"
"44","09/04/2018","19/04/2018","B146","HLA","M1787","Euphrasia montana",1,1,"W","0","6",2018-06-17,79.2,"10.3","5","0","8.1","21.5","2.654320988","Euphrasia montana","M1787"
"45","11/04/2018","23/04/2018","B473","HLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-17,59.6,"9.6","4","0","6.5","18","2.769230769","Euphrasia montana","M1787"
"46","20/04/2018","01/05/2018","B1619","PLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-17,27.1,"10.2","4","0","5.1","2.5","0.490196078","Euphrasia montana","M1787"
"47","03/05/2018","10/05/2018","B1965","PLA","M1787","Euphrasia montana",1,1,"W","0","4",2018-06-17,38.5,"9.9","5","0","5.9","0.6","0.101694915","Euphrasia montana","M1787"
"48","13/04/2018","24/04/2018","B675","HLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-18,40,"9.6","4","0","6","9.6","1.6","Euphrasia montana","M1787"
"49","30/04/2018","02/05/2018","B1913","HLA","M1787","Euphrasia montana",1,1,"W","0","4",2018-06-18,72.9,"11.1","5","0","10.3","17.9","1.737864078","Euphrasia montana","M1787"
"50","25/04/2018","02/05/2018","B1791","HLA","M1787","Euphrasia montana",1,1,"W","0","4",2018-06-19,71.1,"11","5","1","10.7","21.3","1.990654206","Euphrasia montana","M1787"
"51","10/04/2018","19/04/2018","B272","PLA","R1762","Euphrasia rostkoviana",1,1,"W","0","6",2018-06-18,48.3,"9.3","4","0","6.7","7.4","1.104477612","Euphrasia rostkoviana","R1762"
"52","25/04/2018","02/05/2018","B1788","HLA","M1787","Euphrasia montana",1,1,"W","0","6",2018-06-18,82.6,"10.8","5","1","10","21","2.1","Euphrasia montana","M1787"
"53","25/04/2018","02/05/2018","B1789","HLA","M1787","Euphrasia montana",1,1,"W","0","6",2018-06-18,103.9,"11.6","5","2","10","19.9","1.99","Euphrasia montana","M1787"
"54","10/04/2018","19/04/2018","B297","HLA","M1787","Euphrasia montana",1,1,"W","0","6",2018-06-18,66.2,"10.2","4","0","7.5","20.2","2.693333333","Euphrasia montana","M1787"
"55","13/04/2018","24/04/2018","B676","HLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-18,78.4,"10.8","4","0","9.2","24.9","2.706521739","Euphrasia montana","M1787"
"56","11/04/2018","23/04/2018","B477","HLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-19,57.7,"9.3","4","0","7.8","21.9","2.807692308","Euphrasia montana","M1787"
"57","09/04/2018","19/04/2018","B139","HLA","M1787","Euphrasia montana",1,1,"W","0","6",2018-06-19,58.7,"11.3","4","0","7.5","17.6","2.346666667","Euphrasia montana","M1787"
"58","13/04/2018","24/04/2018","B677","HLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-20,54.7,"9.2","4","0","7.5","15.8","2.106666667","Euphrasia montana","M1787"
"59","17/04/2018","26/04/2018","A1064","LPE","M1768","Euphrasia micrantha",0,0,"W","1","7",2018-06-19,47.1,"5.4","2","0","3.6","7.3","2.027777778","Euphrasia micrantha","M1768"
"60","17/04/2018","26/04/2018","B1232","PLA","R1764","Euphrasia rostkoviana",1,1,"W","0","5",2018-06-19,15.8,"7.7","5","0","6.2","2.1","0.338709677","Euphrasia rostkoviana","R1764"
"61","13/04/2018","24/04/2018","B685","HLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-20,38.8,"8.4","3","0","6.7","8.4","1.253731343","Euphrasia montana","M1787"
"62","11/04/2018","23/04/2018","B474","HLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-19,56.3,"10.4","5","1","7.7","16.9","2.194805195","Euphrasia montana","M1787"
"63","25/04/2018","02/05/2018","B1792","HLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-20,66.2,"10.1","5","1","10.3","17.6","1.708737864","Euphrasia montana","M1787"
"64","09/04/2018","19/04/2018","B149","HLA","M1787","Euphrasia montana",1,1,"W","0","6",2018-06-20,52.5,"10.2","4","0","7.4","13.5","1.824324324","Euphrasia montana","M1787"
"65","11/04/2018","23/04/2018","B471","HLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-20,47.7,"10.2","3","0","6.5","13.8","2.123076923","Euphrasia montana","M1787"
"66","17/04/2018","26/04/2018","A1125","LPE","M1769","Euphrasia micrantha",0,0,"W","0","6",2018-06-20,51,"4.8","3","2","5.3","11.4","2.150943396","Euphrasia micrantha","M1769"
"67","11/04/2018","23/04/2018","B466","PLA","M1787","Euphrasia montana",1,1,"W","0","6",2018-06-20,40.3,"9.1","5","0","5.9","6.6","1.118644068","Euphrasia montana","M1787"
"68","20/04/2018","01/05/2018","B1617","HLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-20,53.9,"9.3","5","0","8.8","13.4","1.522727273","Euphrasia montana","M1787"
"69","20/04/2018","01/05/2018","A1443","LCO","A1766","Euphrasia anglica",0,1,"W","0","5",2018-06-20,15.3,"8.4","3","0","5.9","1.6","0.271186441","Euphrasia anglica","A1766"
"70","11/04/2018","23/04/2018","A443","PLA","A1763","Euphrasia anglica",1,1,"W","0","6",2018-06-20,18,"8.5","4","0","6.2","2.5","0.403225806","Euphrasia anglica","A1766"
"71","10/04/2018","19/04/2018","B300","HLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-20,53.9,"9.9","4","0","6.7","17.5","2.611940299","Euphrasia montana","M1787"
"72","10/04/2018","19/04/2018","B302","HLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-20,56.8,"10.9","4","0","7.2","16.4","2.277777778","Euphrasia montana","M1787"
"73","11/04/2018","23/04/2018","B465","PLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-20,22.2,"9.3","4","0","5.7","3.9","0.684210526","Euphrasia montana","M1787"
"74","25/04/2018","02/05/2018","B1798","PLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-19,40.2,"9.6","4","0","7.3","10.1","1.383561644","Euphrasia montana","M1787"
"75","10/04/2018","19/04/2018","B303","PLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-19,19.2,"9.3","4","0","4.2","2.5","0.595238095","Euphrasia montana","M1787"
"76","25/04/2018","02/05/2018","B1785","HLA","M1787","Euphrasia montana",1,1,"W","0","4",2018-06-18,46.7,"10.3","4","2","10.6","9.7","0.91509434","Euphrasia montana","M1787"
"77","17/04/2018","26/04/2018","A915","LPE","A1763","Euphrasia anglica",0,1,"W","0","5",2018-06-19,15.1,"7.7","3","2","5.4","2.6","0.481481481","Euphrasia anglica","A1766"
"78","20/04/2018","01/05/2018","B1620","PLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-19,39.8,"7.3","6","0","6.5","4.8","0.738461538","Euphrasia montana","M1787"
"79","17/04/2018","26/04/2018","B1174","HLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-20,40.9,"8.6","4","0","7.1","8.1","1.14084507","Euphrasia montana","M1787"
"80","17/04/2018","26/04/2018","B1177","PLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-22,34,"8.2","4","0","6.2","7.3","1.177419355","Euphrasia montana","M1787"
"81","11/04/2018","23/04/2018","B457","PLA","R1764","Euphrasia rostkoviana",1,1,"W","0","6",2018-06-21,16.4,"7.2","4","0","5.5","1","0.181818182","Euphrasia rostkoviana","R1764"
"82","25/04/2018","02/05/2018","B1801","PLA","M1787","Euphrasia montana",1,1,"W","0","6",2018-06-21,67.2,"10","5","0","7.6","7.9","1.039473684","Euphrasia montana","M1787"
"83","09/04/2018","19/04/2018","A72","LPE","A1766","Euphrasia anglica",1,1,"W","0","8",2018-06-21,27.9,"8.1","5","3","7.8","4","0.512820513","Euphrasia anglica","A1766"
"84","09/04/2018","19/04/2018","B145","HLA","M1787","Euphrasia montana",1,1,"W","0","6",2018-06-21,50.5,"6.8","5","0","8.4","11.9","0.476190476","Euphrasia montana","M1787"
"85","10/04/2018","19/04/2018","B283","HLA","R1765","Euphrasia rostkoviana",1,1,"W","0","7",2018-06-21,34.7,"9","4","3","6.7","3.8","1.776119403","Euphrasia rostkoviana","R1765"
"86","10/04/2018","19/04/2018","A239","LPE","M1769","Euphrasia micrantha",0,0,"V","1","7",2018-06-21,10.9,"5.1","3","2","5.1","8","0.745098039","Euphrasia micrantha","M1769"
"87","20/04/2018","01/05/2018","A1480","LPE","M1768","Euphrasia micrantha",0,0,"W","1","4",2018-06-17,46.3,"4.6","3","0","5.6","12.9","1.428571429","Euphrasia micrantha","M1768"
"88","09/04/2018","19/04/2018","B160","HLA","M1787","Euphrasia montana",1,1,"W","0","6",2018-06-22,53.9,"10.1","4","1","7.3","9.1","1.767123288","Euphrasia montana","M1787"
"89","13/04/2018","24/04/2018","B671","PLA","R1762","Euphrasia rostkoviana",1,1,"W","0","5",2018-06-20,31,"7.4","3","0","5.4","6","1.685185185","Euphrasia rostkoviana","R1762"
"90","11/04/2018","23/04/2018","B475","HLA","M1787","Euphrasia montana",1,1,"W","0","6",2018-06-21,41.7,"7.7","4","0","7.1","7.8","0.845070423","Euphrasia montana","M1787"
"91","30/04/2018","02/05/2018","B1914","HLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-21,64.1,"9.6","5","1","11.8","14.2","0.661016949","Euphrasia montana","M1787"
"92","09/04/2018","19/04/2018","A110","VCH","M1769","Euphrasia micrantha",0,0,"V","1","6",2018-06-21,24,"4.6","2","0","3.4","4.1","4.176470588","Euphrasia micrantha","M1769"
"93","11/04/2018","23/04/2018","A440","LPE","A1766","Euphrasia anglica",0,1,"W","0","7",2018-06-21,30.9,"8.9","5","5","9.1","3.8","0.450549451","Euphrasia anglica","A1766"
"94","20/04/2018","01/05/2018","A1527","LPE","M1769","Euphrasia micrantha",0,0,"V","0","4",2018-06-20,16.3,"4.4","2","0","4","3","0.75","Euphrasia micrantha","M1769"
"95","25/04/2018","02/05/2018","B1793","HLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-21,46.6,"8.1","4","0","7.6","11.3","1.486842105","Euphrasia montana","M1787"
"96","17/04/2018","26/04/2018","B1167","HLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-20,47,"9.2","3","0","7.3","10.8","1.479452055","Euphrasia montana","M1787"
"97","17/04/2018","26/04/2018","B1176","PLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-22,20.9,"6.5","3","0","5.7","2.6","#REF!","Euphrasia montana","M1787"
"98","10/04/2018","19/04/2018","B307","PLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-22,34.7,"7","4","0","6.6","4.4","0.666666667","Euphrasia montana","M1787"
"99","25/04/2018","02/05/2018","C1813","HLA","M1787","Euphrasia montana",0,1,"W","0","4",2018-06-20,52.7,"9.7","5","0","8.6","17.6","2.046511628","Euphrasia montana","M1787"
"100","17/04/2018","26/04/2018","C1264","HLA","M1787","Euphrasia montana",0,1,"W","0","6",2018-06-21,85.7,"8.4","7","1","9.4","14","1.489361702","Euphrasia montana","M1787"
"101","09/04/2018","19/04/2018","C165","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-06-22,68.6,"9.8","4","1","8.9","12.3","1.382022472","Euphrasia montana","M1787"
"102","09/04/2018","19/04/2018","C167","HLA","M1787","Euphrasia montana",0,1,"W","0","6",2018-06-21,57.6,"8.2","4","0","6.2","9.3","1.5","Euphrasia montana","M1787"
"103","10/04/2018","19/04/2018","C318","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-06-20,62,"9.5","5","0","10","15","1.5","Euphrasia montana","M1787"
"104","17/04/2018","26/04/2018","C1263","HLA","M1787","Euphrasia montana",0,1,"W","0","4",2018-06-21,92.8,"10.4","4","0","9.5","33.3","3.505263158","Euphrasia montana","M1787"
"105","11/04/2018","23/04/2018","C487","HLA","M1787","Euphrasia montana",0,1,"W","0","4",2018-06-21,47.5,"9.6","4","0","9.2","10.6","1.152173913","Euphrasia montana","M1787"
"106","11/04/2018","23/04/2018","C479","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-06-21,104.4,"10","5","0","3.7","25.7","6.945945946","Euphrasia montana","M1787"
"107","11/04/2018","23/04/2018","C488","HLA","M1787","Euphrasia montana",0,1,"W","0","4",2018-06-20,74.8,"10.2","4","0","8.1","25.1","3.098765432","Euphrasia montana","M1787"
"108","09/04/2018","19/04/2018","C166","HLA","M1787","Euphrasia montana",0,1,"W","0","5",2018-06-21,66.9,"10.7","4","1","10.1","16.3","1.613861386","Euphrasia montana","M1787"
"109","13/04/2018","23/04/2018","A621","LPE","M1768","Euphrasia micrantha",0,0,"W","1","6",2018-06-23,33.4,"4.6","2","0","4.1","7","1.707317073","Euphrasia micrantha","M1768"
"110","17/04/2018","26/04/2018","A1017","FOV","A1766","Euphrasia anglica",0,1,"W","0","6",2018-06-23,14.8,"7.8","3","0","5.3","1","0.188679245","Euphrasia anglica","A1766"
"111","09/04/2018","19/04/2018","A82","PLA","A1766","Euphrasia anglica",1,1,"W","0","7",2018-06-23,16,"6.3","4","0","6.2","1","0.161290323","Euphrasia anglica","A1766"
"112","10/04/2018","19/04/2018","A228","CVU","M1768","Euphrasia micrantha",0,0,"W","1","6",2018-06-23,27,"4.8","3","0","3.5","3.5","1","Euphrasia micrantha","M1768"
"113","09/04/2018","19/04/2018","B161","HLA","M1787","Euphrasia montana",1,1,"W","0","6",2018-06-23,51,"7.4","4","0","6.5","9.2","1.415384615","Euphrasia montana","M1787"
"114","09/04/2018","19/04/2018","B138","HLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-23,32.1,"6.9","4","0","5.9","9.1","1.542372881","Euphrasia montana","M1787"
"115","17/04/2018","26/04/2018","B1228","PLA","R1764","Euphrasia rostkoviana",1,1,"W","0","6",2018-06-23,14.5,"7.3","5","0","5.4","1.2","0.222222222","Euphrasia rostkoviana","R1764"
"116","13/04/2018","24/04/2018","B678","HLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-23,28.7,"5.4","4","0","6.2","5","0.806451613","Euphrasia montana","M1787"
"117","11/04/2018","23/04/2018","B463","HLA","R1762","Euphrasia rostkoviana",1,1,"W","0","7",2018-06-26,51,"10.2","3","0","7.5","10.2","1.36","Euphrasia rostkoviana","R1762"
"118","10/04/2018","19/04/2018","A242","LCO","M1769","Euphrasia micrantha",0,0,"W","1","6",2018-06-26,20,"4.8","3","0","2.8","3.8","1.357142857","Euphrasia micrantha","M1769"
"119","10/04/2018","19/04/2018","B271","PLA","R1762","Euphrasia rostkoviana",1,1,"W","1","6",2018-06-26,34.5,"8.9","4","0","4.5","7.4","1.644444444","Euphrasia rostkoviana","R1762"
"120","13/04/2018","23/04/2018","A619","LPE","M1768","Euphrasia micrantha",0,0,"W","1","8",2018-06-26,25.4,"3.7","2","0","2.6","2.4","0.923076923","Euphrasia micrantha","M1768"
"121","09/04/2018","19/04/2018","A113","ACU","M1769","Euphrasia micrantha",0,0,"W","1","7",2018-06-26,38.9,"5.3","2","0","3.2","6.5","2.03125","Euphrasia micrantha","M1769"
"122","17/04/2018","26/04/2018","A1055","FOV","M1768","Euphrasia micrantha",0,0,"V","1","7",2018-06-26,45.3,"6.7","2","4","3.8","5.8","1.526315789","Euphrasia micrantha","M1768"
"123","10/04/2018","19/04/2018","A224","ACU","M1768","Euphrasia micrantha",0,0,"W","1","8",2018-06-26,47.4,"4.9","2","1","4.3","11.5","2.674418605","Euphrasia micrantha","M1768"
"124","11/04/2018","23/04/2018","B462","HLA","R1764","Euphrasia rostkoviana",1,1,"W","0","6",2018-06-26,22.5,"6.8","5","0","6.6","2.6","0.393939394","Euphrasia rostkoviana","R1764"
"125","09/04/2018","19/04/2018","B142","HLA","M1787","Euphrasia montana",1,1,"W","0","6",2018-06-26,52.8,"7","4","0","7.9","12.5","1.582278481","Euphrasia montana","M1787"
"126","17/04/2018","26/04/2018","A957","PLA","A1763","Euphrasia anglica",0,1,"W","0","5",2018-06-26,16.1,"6.8","3","0","5.7","0.6","0.105263158","Euphrasia anglica","A1766"
"127","09/04/2018","19/04/2018","A102","PMA","M1769","Euphrasia micrantha",0,0,"V","1","6",2018-06-26,36.4,"4.6","3","0","3.7","5.9","1.594594595","Euphrasia micrantha","M1769"
"128","17/04/2018","26/04/2018","B1244","HLA","R1762","Euphrasia rostkoviana",1,1,"W","0","6",2018-06-27,29.7,"7.3","4","0","6.1","5.4","0.885245902","Euphrasia rostkoviana","R1762"
"129","20/04/2018","01/05/2018","B1587","PLA","R1764","Euphrasia rostkoviana",1,1,"W","0","7",2018-06-28,28.4,"7.7","5","0","7.2","2.3","0.319444444","Euphrasia rostkoviana","R1764"
"130","10/04/2018","19/04/2018","A200","PMA","A1766","Euphrasia anglica",0,1,"W","0","7",2018-06-27,26.9,"8.1","5","3","7.9","4.8","0.607594937","Euphrasia anglica","A1766"
"131","09/04/2018","19/04/2018","B152","PLA","M1787","Euphrasia montana",1,1,"W","0","7",2018-06-27,36.9,"7.9","3","0","5.3","6.8","1.283018868","Euphrasia montana","M1787"
"132","17/04/2018","26/04/2018","A1015","PLA","A1766","Euphrasia anglica",1,1,"W","0","7",2018-06-27,22.8,"6.9","4","1","6.4","2","0.3125","Euphrasia anglica","A1766"
"133","17/04/2018","26/04/2018","B1175","PLA","M1787","Euphrasia montana",1,1,"W","0","6",2018-06-27,29.6,"7.3","4","0","4.1","4.3","1.048780488","Euphrasia montana","M1787"
"134","10/04/2018","19/04/2018","A202","VCH","A1766","Euphrasia anglica",1,1,"W","0","7",2018-06-27,14,"8.1","4","0","4.4","1","0.227272727","Euphrasia anglica","A1766"
"135","11/04/2018","23/04/2018","B469","PLA","M1787","Euphrasia montana",1,1,"W","0","5",2018-06-27,36.2,"7.9","4","0","5.3","7.4","1.396226415","Euphrasia montana","M1787"
"136","17/04/2018","26/04/2018","B1222","HLA","R1764","Euphrasia rostkoviana",1,1,"W","0","8",2018-06-27,26.9,"6.6","5","0","6","3","0.5","Euphrasia rostkoviana","R1764"
"137","13/04/2018","23/04/2018","A551","FOV","A1766","Euphrasia anglica",0,1,"W","0","6",2018-06-27,13,"6.9","4","1","5.5","1.4","0.254545455","Euphrasia anglica","A1766"
"138","20/04/2018","01/05/2018","A1565","OVU","M1767","Euphrasia micrantha",0,0,"W","1","6",2018-06-27,16.5,"5","2","0","2.8","2.5","0.892857143","Euphrasia micrantha","M1767"
"139","13/04/2018","23/04/2018","A623","LCO","M1768","Euphrasia micrantha",0,0,"W","1","8",2018-06-27,18,"4.8","2","0","2.1","1.1","0.523809524","Euphrasia micrantha","M1768"
"140","13/04/2018","23/04/2018","A620","LPE","M1768","Euphrasia micrantha",0,0,"V","1","7",2018-06-27,60.3,"5.9","3","4","4.9","9.6","1.959183673","Euphrasia micrantha","M1768"
"141","09/04/2018","19/04/2018","B134","PLA","R1762","Euphrasia rostkoviana",1,1,"W","0","5",2018-06-27,25.2,"6.9","3","0","4.3","5.9","1.372093023","Euphrasia rostkoviana","R1762"
"142","17/04/2018","26/04/2018","A1042","HLA","M1767","Euphrasia micrantha",1,0,"V","0","6",2018-06-27,8.8,"4.3","2","0","1.9","0.5","0.263157895","Euphrasia micrantha","M1767"
"143","10/04/2018","19/04/2018","A223","PLA","A1763","Euphrasia anglica",1,1,NA,"0","7",2018-06-27,21.5,"7.2","4","0","5","1.3","0.26","Euphrasia anglica","A1766"
"144","10/04/2018","19/04/2018","A234","FOV","M1767","Euphrasia micrantha",0,0,NA,"1","6",2018-06-27,27.9,"5.7","3","0","3.6","6.5","1.805555556","Euphrasia micrantha","M1767"
"145","30/04/2018","02/05/2018","B1931","PLA","R1765","Euphrasia rostkoviana",1,1,"W","0","7",2018-06-27,50.7,"8.8","5","5","10.5","5","0.476190476","Euphrasia rostkoviana","R1765"
"146","17/04/2018","26/04/2018","A1158","UGA","M1769","Euphrasia micrantha",0,0,NA,"1","7",2018-06-27,50.3,"4.7","3","0","4.4","7.3","1.659090909","Euphrasia micrantha","M1769"
"147","13/04/2018","26/04/2018","A502","LCO","T1761","Euphrasia vigursii",0,1,"W","0","8",2018-06-27,74.4,"6.7","5","3","9.8","13.6","1.387755102","Euphrasia tetraquetra","T1761"
"148","11/04/2018","23/04/2018","A428","LPE","A1766","Euphrasia anglica",0,1,NA,"0","7",2018-06-27,19.1,"8.1","3","4","5.8","1.4","0.24137931","Euphrasia anglica","A1766"
"149","17/04/2018","26/04/2018","A1072","LCO","M1768","Euphrasia micrantha",0,0,"W","1","8",2018-06-27,39.9,"5.5","3","0","3.1","3.8","1.225806452","Euphrasia micrantha","M1768"
"150","20/04/2018","01/05/2018","A1386","LPE","A1763","Euphrasia anglica",0,1,"W","0","6",2018-06-27,16.3,"8.4","3","4","6","1.7","0.283333333","Euphrasia anglica","A1766"
"151","10/04/2018","19/04/2018","B274","PLA","R1762","Euphrasia rostkoviana",1,1,NA,"0","5",2018-06-27,30.3,"10.1","4","0","5.9","6","1.016949153","Euphrasia rostkoviana","R1762"
"152","10/04/2018","19/04/2018","A256","UGA","M1769","Euphrasia micrantha",0,0,NA,"1","6",2018-06-28,22.5,"4.1","2","0","4.1","6.2","1.512195122","Euphrasia micrantha","M1769"
"153","17/04/2018","26/04/2018","B1183","HLA","R1786","Euphrasia rivularis",1,1,NA,"0","5",2018-06-27,14.2,"5","2","0","2.9","2.2","0.75862069","Euphrasia rivularis","R1786"
"154","17/04/2018","26/04/2018","B1194","PLA","R1785","Euphrasia rivularis",1,1,NA,"0","6",2018-06-27,12.9,"4.5","3","0","2.6","1","0.384615385","Euphrasia rivularis","R1785"
"155","10/04/2018","19/04/2018","A235","FOV","M1767","Euphrasia micrantha",0,0,NA,"1","5",2018-06-27,9,"4.5","2","0","2.2","1.2","0.545454545","Euphrasia micrantha","M1767"
"156","09/04/2018","19/04/2018","B133","PLA","R1762","Euphrasia rostkoviana",1,1,"W","0","7",2018-06-29,48.5,"7.7","4","0","6.7","6.9","1.029850746","Euphrasia rostkoviana","R1762"
"157","17/04/2018","26/04/2018","B1260","PLA","R1762","Euphrasia rostkoviana",1,1,"W","0","6",2018-06-29,32.2,"7.4","4","0","6.5","5.1","0.784615385","Euphrasia rostkoviana","R1762"
"158","03/05/2018","10/05/2018","B1962","HLA","M1787","Euphrasia montana",1,1,"W","0","4",2018-06-29,37.4,"9.5","3","0","6.2","7.4","1.193548387","Euphrasia montana","M1787"
"159","17/04/2018","26/04/2018","B1229","PLA","R1764","Euphrasia rostkoviana",1,1,"W","0","7",2018-06-29,24.8,"8.2","5","0","5.1","2","0.392156863","Euphrasia rostkoviana","R1764"
"160","10/04/2018","19/04/2018","A203","ACU","A1766","Euphrasia anglica",0,1,"W","0","8",2018-06-29,28.1,"8.7","4","0","4.9","2","0.408163265","Euphrasia anglica","A1766"
"161","11/04/2018","23/04/2018","B464","PLA","M1787","Euphrasia montana",1,1,"W","0","6",2018-06-29,22.3,"8.7","4","0","4.9","3.8","0.775510204","Euphrasia montana","M1787"
"162","30/04/2018","02/05/2018","B1916","PLA","M1787","Euphrasia montana",1,1,"W","0","6",2018-06-29,44.6,"8.5","4","0","7.1","8.1","1.14084507","Euphrasia montana","M1787"
"163","20/04/2018","01/05/2018","B1585","PLA","R1764","Euphrasia rostkoviana",1,1,"W","0","6",2018-06-29,13.8,"7.2","4","0","5.4","1","0.185185185","Euphrasia rostkoviana","R1764"
"164","10/04/2018","19/04/2018","A196","LPE","A1766","Euphrasia anglica",0,1,"W","0","7",2018-06-29,17.2,"7.5","3","1","6.2","1.5","0.241935484","Euphrasia anglica","A1766"
"165","17/04/2018","26/04/2018","A1030","LPE","M1767","Euphrasia micrantha",0,0,"W","1","5",2018-06-29,13.5,"5.5","2","1","3.9","1.8","0.461538462","Euphrasia micrantha","M1767"
"166","09/04/2018","19/04/2018","B155","PLA","M1787","Euphrasia montana",1,1,"W","0","7",2018-06-29,30.4,"8.4","4","0","4.8","2.5","0.520833333","Euphrasia montana","M1787"
"167","17/04/2018","26/04/2018","A782","LCO","T1761","Euphrasia vigursii",0,1,"W","0","8",2018-06-29,49.9,"6","5","1","7.7","7.7","1","Euphrasia tetraquetra","T1761"
"168","30/04/2018","02/05/2018","B1920","PLA","M1787","Euphrasia montana",1,1,"W","0","6",2018-06-29,43.5,"9.7","4","0","6.4","11.3","1.765625","Euphrasia montana","M1787"
"169","20/04/2018","01/05/2018","B1621","PLA","M1787","Euphrasia montana",1,1,"W","0","7",2018-06-26,29.1,"9.2","4","0","5.1","5.3","1.039215686","Euphrasia montana","M1787"
"170","09/04/2018","19/04/2018","A69","LPE","A1766","Euphrasia anglica",0,1,"W","0","7",2018-06-26,33.4,"9.3","5","1","8.5","6.5","0.764705882","Euphrasia anglica","A1766"
